"Area Code","Area Description","Jur Code","Jur Description","Roll Number","Neigh Code","Neigh Description","Property Address","Street Name","Legal Description",PID,"Primary Actual Use Code","Primary Actual Use Desc","Pred Manual Class Code","Pred Manual Class Desc","Land Actual Value","Improvement Actual Value","Total Actual Value","Land Dimension","Land Size","Land Depth","Document Number 1","Sale Date 1","Sale Price 1","Sale Type 1","Sale Category 1","Sale Status 1","Multi Sale Flag 1","Document No 2","Sale Date 2","Sale Price 2","Sale Type 2","Sale Category 2","Sale Status 2","Multi Sale Flag 2","Document No 3","Sale Date 3","Sale Price 3","Sale Type 3","Sale Category 3","Sale Status 3","Multi Sale Flag 3",lat,lng
23,Kamloops,212,Kamloops,0101069000,001,"Downtown Retail, Comm, Indust","469 NICOLA ST","NICOLA ST","Lot 9, Block 41, Plan KAP120, District Lot 232, Kamloops Div of Yale Land District",012-696-315,000,"Single Family Dwelling",0052,"2 Sty Sfd - Before 1930 - Fair",327000,10200,337200,"Width * Depth",50,120,CA6362107,11OCT2017,386762,Sale,Improved,Qualified,T,R49972F,15AUG1980,67000,Sale,Improved,Qualified,F,,,,,,,,50.6720959,-120.3300458
23,Kamloops,212,Kamloops,0101070000,001,"Downtown Retail, Comm, Indust","475 NICOLA ST","NICOLA ST","Lot 10, Block 41, Plan KAP120, District Lot 232, Kamloops Div of Yale Land District",012-696-331,000,"Single Family Dwelling",0052,"2 Sty Sfd - Before 1930 - Fair",343000,13800,356800,"Width * Depth",50,120,CA6362108,11OCT2017,457562,Sale,Improved,Qualified,T,S63720F,15JUL1981,135000,Sale,Improved,Qualified,F,,,,,,,,50.6720779,-120.3298675
23,Kamloops,212,Kamloops,0101081140,001,"Downtown Retail, Comm, Indust","UNIT 101 525 NICOLA ST","NICOLA ST","Strata Lot 5, Plan KAS523, District Lot 232, Kamloops Div of Yale Land District, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",002-105-390,030,"Strata-Lot Residence (Condominium)",B705,"Strata Apartment - Hi-Rise",96600,81500,178100,,,,CA6376707,17OCT2017,200000,Sale,Improved,Qualified,F,LB369013,16FEB2010,200000,Sale,Improved,Qualified,F,KK117634,31DEC1996,92500,Sale,Improved,Qualified,F,50.6720361,-120.3289306
23,Kamloops,212,Kamloops,0101125000,001,"Downtown Retail, Comm, Indust","503 ST PAUL ST","ST PAUL ST","Lot 1, Block 44, Plan KAP402, District Lot 232, Kamloops Div of Yale Land District",012-434-931,201,"Vacant IC&I",,"Not Stated",355000,0,355000,"Square Feet",6000,,CA6362109,11OCT2017,340000,Sale,Vacant,Qualified,T,X6950F,05FEB1985,175000,Sale,Vacant,Qualified,T,S12214F,15FEB1981,410000,Sale,Improved,Qualified,T,50.6738609,-120.3293485
23,Kamloops,212,Kamloops,0101126000,001,"Downtown Retail, Comm, Indust","511 ST PAUL ST","ST PAUL ST","Lot 2, Block 44, Plan KAP402, District Lot 232, Kamloops Div of Yale Land District",012-434-949,201,"Vacant IC&I",,"Not Stated",339000,0,339000,"Square Feet",6000,,CA6362110,11OCT2017,324000,Sale,Vacant,Qualified,T,X6951F,05FEB1985,175000,Sale,Vacant,Qualified,T,S12215F,15FEB1981,410000,Sale,Improved,Qualified,T,50.6738604,-120.3291326
23,Kamloops,212,Kamloops,0101127000,001,"Downtown Retail, Comm, Indust","519 ST PAUL ST","ST PAUL ST","Lot 3, Block 44, Plan KAP402, District Lot 232, Kamloops Div of Yale Land District",012-434-965,201,"Vacant IC&I",,"Not Stated",339000,0,339000,"Square Feet",6000,,CA6362111,11OCT2017,324000,Sale,Vacant,Qualified,T,X6952F,05FEB1985,175000,Sale,Vacant,Qualified,T,S12216F,15FEB1981,410000,Sale,Improved,Qualified,T,50.67386,-120.3289168
23,Kamloops,212,Kamloops,0101128000,001,"Downtown Retail, Comm, Indust","527 ST PAUL ST","ST PAUL ST","Lot 4, Block 44, Plan KAP402, District Lot 232, Kamloops Div of Yale Land District",012-434-981,201,"Vacant IC&I",,"Not Stated",339000,0,339000,"Square Feet",6000,,CA6362112,11OCT2017,324000,Sale,Vacant,Qualified,T,X6953F,05FEB1982,175000,Sale,Vacant,Qualified,T,S12218F,15FEB1981,90000,Sale,Improved,Qualified,F,50.6738595,-120.3287009
23,Kamloops,212,Kamloops,0101129000,001,"Downtown Retail, Comm, Indust","533 ST PAUL ST","ST PAUL ST","Lot 5, Block 44, Plan KAP402, District Lot 232, Kamloops Div of Yale Land District, W 25 FT",012-435-015,201,"Vacant IC&I",,"Not Stated",169000,0,169000,"Square Feet",3000,,CA6362113,11OCT2017,162000,Sale,Vacant,Qualified,F,X6954F,05FEB1985,175000,Sale,Vacant,Qualified,T,S12217F,15FEB1981,410000,Sale,Improved,Qualified,T,50.6738282,-120.3285407
23,Kamloops,212,Kamloops,0101130000,001,"Downtown Retail, Comm, Indust","537 ST PAUL ST","ST PAUL ST","Lot 5, Block 44, Plan KAP402, Part E1/2, District Lot 232, Kamloops Div of Yale Land District",012-435-066,201,"Vacant IC&I",,"Not Stated",169000,0,169000,"Square Feet",3000,,CA6362114,11OCT2017,162000,Sale,Vacant,Qualified,T,X6955F,05FEB1985,175000,Sale,Vacant,Qualified,T,S73379F,15SEP1981,65000,Sale,Improved,Qualified,F,50.6738303,-120.3284326
23,Kamloops,212,Kamloops,0101169246,001,"Downtown Retail, Comm, Indust","UNIT 306 554 SEYMOUR ST","SEYMOUR ST","Strata Lot 24, Plan KAS1911, District Lot 232, Kamloops Div of Yale Land District, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",023-796-961,030,"Strata-Lot Residence (Condominium)",D702,"Strata Apartment - Frame",96900,88700,185600,,,,CA6425488,06NOV2017,212000,Sale,Improved,Qualified,F,CA5127526,22APR2016,176500,Sale,Improved,Qualified,F,KL113300,16OCT1997,85471,Sale,Improved,Qualified,F,50.6750827,-120.3282999
23,Kamloops,212,Kamloops,0101169252,001,"Downtown Retail, Comm, Indust","UNIT 310 554 SEYMOUR ST","SEYMOUR ST","Strata Lot 27, Plan KAS1911, District Lot 232, Kamloops Div of Yale Land District, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",023-796-995,030,"Strata-Lot Residence (Condominium)",D702,"Strata Apartment - Frame",84700,71300,156000,,,,CA6520960,18DEC2017,170000,Sale,Improved,Reject,F,KR113719,30NOV2001,80000,Sale,Improved,Qualified,F,KM32160,07APR1998,39400,Sale,Improved,Qualified,F,50.6750827,-120.3282999
23,Kamloops,212,Kamloops,0101218150,001,"Downtown Retail, Comm, Indust","765 LORNE ST","LORNE ST","Lot 1, Plan KAP36187, District Lot 234, Kamloops Div of Yale Land District",002-778-157,590,"Miscellaneous (Transportation & Communication)",C497,"Computer Center",328000,1432000,1760000,"Square Feet",41382,,CA6517955,15DEC2017,1625000,Sale,Improved,Qualified,F,LB386662,20MAY2010,1625000,Sale,Improved,Qualified,F,KP98247,30OCT2000,170000,Sale,Vacant,Qualified,F,50.6772048,-120.3215809
23,Kamloops,212,Kamloops,0101252046,001,"Downtown Retail, Comm, Indust","UNIT 406 629 LANSDOWNE ST","LANSDOWNE ST","Strata Lot 23, Plan KAS1726, District Lot 232, Kamloops Div of Yale Land District, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",023-322-926,030,"Strata-Lot Residence (Condominium)",B705,"Strata Apartment - Hi-Rise",71900,121000,192900,,,,CA6420532,02NOV2017,225000,Sale,Improved,Reject,F,KT56413,29MAY2002,82750,Sale,Improved,Qualified,F,KK16197,01MAR1996,97900,Sale,Improved,Qualified,F,50.6764227,-120.3262199
23,Kamloops,212,Kamloops,0101282400,001,"Downtown Retail, Comm, Indust","UNIT 1004 619 VICTORIA ST","VICTORIA ST","Strata Lot 59, Plan KAS2177, District Lot 232, Kamloops Div of Yale Land District, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",024-648-604,030,"Strata-Lot Residence (Condominium)",B705,"Strata Apartment - Hi-Rise",194000,249000,443000,,,,CA6413238,31OCT2017,218000,Sale,Improved,Reject,F,CA4036535,23OCT2014,405000,Sale,Improved,Qualified,F,KW59939,17MAY2004,225000,Sale,Improved,Qualified,F,50.6744322,-120.3159121
23,Kamloops,212,Kamloops,0101282410,001,"Downtown Retail, Comm, Indust","UNIT 1006 619 VICTORIA ST","VICTORIA ST","Strata Lot 61, Plan KAS2177, District Lot 232, Kamloops Div of Yale Land District, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",024-648-621,030,"Strata-Lot Residence (Condominium)",B705,"Strata Apartment - Hi-Rise",115000,120000,235000,,,,CA6477235,29NOV2017,233000,Sale,Improved,Reject,F,LB494777,12DEC2011,190000,Sale,Improved,Qualified,F,CA2147420,16AUG2011,208000,Sale,Improved,Reject,F,50.6742091,-120.3156423
23,Kamloops,212,Kamloops,0101286140,001,"Downtown Retail, Comm, Indust","UNIT 301 683 VICTORIA ST","VICTORIA ST","Strata Lot 20, Plan KAS1612, District Lot 232, Kamloops Div of Yale Land District, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",023-061-685,030,"Strata-Lot Residence (Condominium)",D702,"Strata Apartment - Frame",117000,128000,245000,,,,CA6459615,22NOV2017,242000,Sale,Improved,Qualified,F,KV89133,30JUL2003,95000,Sale,Improved,Qualified,F,KT69318,27JUN2002,95500,Sale,Improved,Qualified,F,50.6757029,-120.3248777
23,Kamloops,212,Kamloops,0101286154,001,"Downtown Retail, Comm, Indust","UNIT 308 683 VICTORIA ST","VICTORIA ST","Strata Lot 27, Plan KAS1612, District Lot 232, Kamloops Div of Yale Land District, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",023-061-758,030,"Strata-Lot Residence (Condominium)",D702,"Strata Apartment - Frame",110000,118000,228000,,,,CA6427319,07NOV2017,102450,Sale,Improved,Reject,F,CA4507401,02JUL2015,230000,Sale,Improved,Qualified,F,CA1988549,28APR2011,215000,Sale,Improved,Qualified,F,50.6757029,-120.3248777
23,Kamloops,212,Kamloops,0101286176,001,"Downtown Retail, Comm, Indust","UNIT 404 683 VICTORIA ST","VICTORIA ST","Strata Lot 38, Plan KAS1612, District Lot 232, Kamloops Div of Yale Land District, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",023-061-863,030,"Strata-Lot Residence (Condominium)",D702,"Strata Apartment - Frame",121000,128000,249000,,,,CA6449669,17NOV2017,295000,Sale,Improved,Qualified,F,KV58372,28MAY2003,111900,Sale,Improved,Qualified,F,KL15915,20FEB1997,126000,Sale,Improved,Qualified,F,50.6757029,-120.3248777
23,Kamloops,212,Kamloops,0101286196,001,"Downtown Retail, Comm, Indust","UNIT 414 683 VICTORIA ST","VICTORIA ST","Strata Lot 48, Plan KAS1612, District Lot 232, Kamloops Div of Yale Land District, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",023-061-961,030,"Strata-Lot Residence (Condominium)",D702,"Strata Apartment - Frame",106000,107000,213000,,,,CA6469268,27NOV2017,216000,Sale,Improved,Qualified,F,CA6315821,21SEP2017,230000,Sale,Improved,Reject,F,CA2123480,29JUL2011,212000,Sale,Improved,Qualified,F,50.6757029,-120.3248777
23,Kamloops,212,Kamloops,0101311000,001,"Downtown Retail, Comm, Indust","643 SEYMOUR ST","SEYMOUR ST","Lot 6, Block 54, Plan KAP193, District Lot 232, Kamloops Div of Yale Land District",008-842-001,203,"Stores And/Or Offices With Apartments",D344,Office,158000,309200,467200,"Square Feet",6000,,CA6527912,21DEC2017,500000,Sale,Improved,Qualified,F,KK86874,04OCT1996,89000,Sale,Improved,Qualified,F,KE57338,31JUL1991,140000,Sale,Improved,Qualified,F,50.6746985,-120.325835
23,Kamloops,212,Kamloops,0101734000,001,"Downtown Retail, Comm, Indust","712 SEYMOUR ST","SEYMOUR ST","Lot 23, Block 70, Plan KAP193, District Lot 232, Kamloops Div of Yale Land District",004-441-621,208,"Office Building (Primary Use)",D344,Office,158600,247000,405600,"Square Feet",6000,,CA6453639,20NOV2017,400000,Sale,Improved,Qualified,F,KD104120,31DEC1990,120000,Sale,Improved,Qualified,F,W23892,30APR1984,95000,Sale,Improved,Qualified,F,50.6751255,-120.3238176
23,Kamloops,212,Kamloops,0102160000,001,"Downtown Retail, Comm, Indust","UNIT 101 950 LORNE ST","LORNE ST","Strata Lot 1, Plan KAS2174, District Lot 234, Kamloops Div of Yale Land District, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",024-590-088,030,"Strata-Lot Residence (Condominium)",D702,"Strata Apartment - Frame",140000,130000,270000,,,,CA6410805,31OCT2017,261000,Sale,Improved,Qualified,F,LA150458,30OCT2006,205000,Sale,Improved,Qualified,F,LA41626,31MAR2006,159000,Sale,Improved,Qualified,F,50.676391,-120.3165178
23,Kamloops,212,Kamloops,0102160050,001,"Downtown Retail, Comm, Indust","UNIT 202 950 LORNE ST","LORNE ST","Strata Lot 11, Plan KAS2174, District Lot 234, Kamloops Div of Yale Land District, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",024-590-266,030,"Strata-Lot Residence (Condominium)",D702,"Strata Apartment - Frame",199000,183000,382000,,,,CA6416470,01NOV2017,430000,Sale,Improved,Qualified,F,LA170468,12DEC2006,137500,Sale,Improved,Reject,F,KN99704,28OCT1999,179938,Sale,Improved,Qualified,F,50.676391,-120.3165178
23,Kamloops,212,Kamloops,0102164010,001,"Downtown Retail, Comm, Indust","1012 VICTORIA ST","VICTORIA ST","Lot A, Plan KAP30825, District Lot 234, Kamloops Div of Yale Land District",003-843-271,208,"Office Building (Primary Use)",D344,Office,233000,155000,388000,"Square Feet",8880,,CA6529755,21DEC2017,390000,Sale,Improved,Qualified,F,KX86520,04JUL2005,276000,Sale,Improved,Qualified,F,KR109171,19NOV2001,222000,Sale,Improved,Qualified,F,50.674237,-120.3155062
